ID,구분,단지/커뮤니티명,입주_공급시기,규모_세대수,우선순위,접촉상태,주요타겟제품,커뮤니티_URL,타겟대상
MKT-201,2026신축입주,드파인 광안,2026.06,567세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=드파인 광안 입주예정자협의회,신축 입주 예정자 (부산광역시 수영구 광안동 1240-38번지)
MKT-202,2026신축입주,e편한세상 대전역 센텀비스타,2026.06,400세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=e편한세상 대전역 센텀비스타 입주예정자협의회,신축 입주 예정자 (대전광역시 동구 삼성동 112-1번지 일원)
MKT-203,2026신축입주,울산KTX 우방 아이유쉘 퍼스트,2026.06,344세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=울산KTX 우방 아이유쉘 퍼스트 입주예정자협의회,신축 입주 예정자 (울산광역시 울주군 삼남읍 신화리 1601-2번지)
MKT-204,2026신축입주,문수로 푸르지오 어반피스,2026.06,339세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=문수로 푸르지오 어반피스 입주예정자협의회,신축 입주 예정자 (울산광역시 남구 신정동 1266-6번지 일원)
MKT-205,2026신축입주,롯데캐슬 인피니엘,2026.06,303세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=롯데캐슬 인피니엘 입주예정자협의회,신축 입주 예정자 (부산광역시 남구 문현동 295-1번지 일원)
MKT-206,2026신축입주,더샵 달서센트엘로,2026.06,272세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=더샵 달서센트엘로 입주예정자협의회,신축 입주 예정자 (대구광역시 달서구 본동 888-2번지 일원)
MKT-207,2026신축입주,장성 남양휴튼 리버파크,2026.06,180세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=장성 남양휴튼 리버파크 입주예정자협의회,신축 입주 예정자 (전라남도 장성군 장성읍 기산리 112-3번지 일원)
MKT-208,2026신축입주,시청역 해모로 센티아,2026.06,131세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=시청역 해모로 센티아 입주예정자협의회,신축 입주 예정자 (부산광역시 연제구 연산동 1602번지 일원)
MKT-209,2026신축입주,e편한세상 금정 메종카운티,2026.06,123세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=e편한세상 금정 메종카운티 입주예정자협의회,신축 입주 예정자 (부산광역시 금정구 남산동 3-1번지 일원)
MKT-210,2026신축입주,울진후포 오션더캐슬,2026.06,123세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=울진후포 오션더캐슬 입주예정자협의회,신축 입주 예정자 (경상북도 울진군 후포면 금음리 5-4외 1필지)
MKT-211,2026신축입주,ESTIA 신장림 센트럴,2026.06,108세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=ESTIA 신장림 센트럴 입주예정자협의회,신축 입주 예정자 (부산광역시 사하구 장림동 432번지 외 2필지)
MKT-212,2026신축입주,파주금촌 금호어울림(조합원 취소분),2026.06,60세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=파주금촌 금호어울림(조합원 취소분) 입주예정자협의회,신축 입주 예정자 (경기도 파주시 금촌동 337-15번지(금촌2동제2지구 주택재개발정비사업))
MKT-213,2026신축입주,선운지구다사로움 공가세대 일반공급,2026.06,27세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=선운지구다사로움 공가세대 일반공급 입주예정자협의회,신축 입주 예정자 (광주광역시 광산구 선운로 34 (선운지구다사로움아파트))
MKT-214,2026신축입주,도안 우미린 트리쉐이드,2026.07,1375세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=도안 우미린 트리쉐이드 입주예정자협의회,신축 입주 예정자 (대전광역시 유성구 용계동 산27-1번지 일원)
MKT-215,2026신축입주,e편한세상 검단 웰카운티(국민주택),2026.07,1166세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=e편한세상 검단 웰카운티(국민주택) 입주예정자협의회,신축 입주 예정자 (인천광역시 서구 원당동 1026-1(인천검단신도시 AA10-1블록))
MKT-216,2026신축입주,부산에코델타시티 디에트르 더 퍼스트(28BL),2026.07,972세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=부산에코델타시티 디에트르 더 퍼스트(28BL) 입주예정자협의회,신축 입주 예정자 (부산광역시 강서구 에코델타시티 공동주택용지 28BL)
MKT-217,2026신축입주,e편한세상 검단 에코비스타,2026.07,732세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=e편한세상 검단 에코비스타 입주예정자협의회,신축 입주 예정자 (인천광역시 서구 검단신도시 AA29BL(마전동))
MKT-218,2026신축입주,복대자이 더 스카이,2026.07,715세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=복대자이 더 스카이 입주예정자협의회,신축 입주 예정자 (충청북도 청주시 흥덕구 복대동 100-28번지 일원)
MKT-219,2026신축입주,평택화양 서희스타힐스 센트럴파크,2026.07,713세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=평택화양 서희스타힐스 센트럴파크 입주예정자협의회,신축 입주 예정자 (경기도 평택시 현덕면 화양리 평택화양지구 8블록(A8BL 2LOT))
MKT-220,2026신축입주,동탄신도시 금강펜테리움 7차 센트럴파크,2026.07,662세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=동탄신도시 금강펜테리움 7차 센트럴파크 입주예정자협의회,신축 입주 예정자 (경기도 화성시 신동 동탄2택지개발지구(A57-2블럭))
MKT-221,2026신축입주,파주운정3 A22블록 공공분양주택(본청약),2026.07,642세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=파주운정3 A22블록 공공분양주택(본청약) 입주예정자협의회,신축 입주 예정자 (경기도 파주시 동패동 일원 파주운정3 택지개발지구내 A22블록)
MKT-222,2026신축입주,다산 월드메르디앙 센텀하이,2026.07,463세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=다산 월드메르디앙 센텀하이 입주예정자협의회,신축 입주 예정자 (경상북도 고령군 다산면 좌학리 139-1번지 일원)
MKT-223,2026신축입주,e편한세상 제물포역 파크메종,2026.07,449세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=e편한세상 제물포역 파크메종 입주예정자협의회,신축 입주 예정자 (인천광역시 미추홀구 숭의동 18번지 일대)
MKT-224,2026신축입주,광주 선운2지구 예다음(B-2블록)(본청약),2026.07,395세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=광주 선운2지구 예다음(B-2블록)(본청약) 입주예정자협의회,신축 입주 예정자 (광주광역시 광산구 운수동 선운2지구 B-2BL)
MKT-225,2026신축입주,남울산 노르웨이숲,2026.07,332세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=남울산 노르웨이숲 입주예정자협의회,신축 입주 예정자 (울산광역시 울주군 온양읍 발리 440-1번지 일원)
MKT-226,2026신축입주,e편한세상 검단 웰카운티(민영주택),2026.07,292세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=e편한세상 검단 웰카운티(민영주택) 입주예정자협의회,신축 입주 예정자 (인천광역시 서구 원당동 1026-1(인천검단신도시 AA10-1블록))
MKT-227,2026신축입주,세종 금강펜테리움 더 시글로(4-2생활권 H3BL) (사전청약),2026.07,272세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=세종 금강펜테리움 더 시글로(4-2생활권 H3BL) (사전청약) 입주예정자협의회,신축 입주 예정자 (세종특별자치시 행정중심복합도시 4-2생활권 H3BL(집현동 926-2답 일원))
MKT-228,2026신축입주,트루엘 시그니처 천안역,2026.07,236세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=트루엘 시그니처 천안역 입주예정자협의회,신축 입주 예정자 (충청남도 천안시 동남구 문화동 78-1외 9필지)
MKT-229,2026신축입주,더샵 연동애비뉴,2026.07,204세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=더샵 연동애비뉴 입주예정자협의회,신축 입주 예정자 (제주특별자치도 제주시 연동 261-37번지 외 5필지 일원)
MKT-230,2026신축입주,힐스테이트 이천역 2단지,2026.07,168세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=힐스테이트 이천역 2단지 입주예정자협의회,신축 입주 예정자 (경기도 이천시 증일동 60-5번지 일원)
MKT-231,2026신축입주,의정부역 파밀리에Ⅱ,2026.07,150세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=의정부역 파밀리에Ⅱ 입주예정자협의회,"신축 입주 예정자 (경기도 의정부시 의정부동 100-1, 100-2번)"
MKT-232,2026신축입주,힐스테이트 이천역 1단지,2026.07,146세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=힐스테이트 이천역 1단지 입주예정자협의회,신축 입주 예정자 (경기도 이천시 증일동 79-4번지 일원)
MKT-233,2026신축입주,경희궁 유보라,2026.07,108세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=경희궁 유보라 입주예정자협의회,신축 입주 예정자 (서울특별시 서대문구 영천동 69-20외 160필지)
MKT-234,2026신축입주,오티에르 반포,2026.07,86세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=오티에르 반포 입주예정자협의회,신축 입주 예정자 (서울특별시 서초구 잠원동 59-10번지 외 3필지)
MKT-235,2026신축입주,디 아테온(THE ATHEON),2026.07,64세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=디 아테온(THE ATHEON) 입주예정자협의회,신축 입주 예정자 (서울특별시 강동구 길동 336-1번지)
MKT-236,2026신축입주,평택화양 서희스타힐스 센트럴파크(조합원 취소분),2026.07,47세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=평택화양 서희스타힐스 센트럴파크(조합원 취소분) 입주예정자협의회,신축 입주 예정자 (경기도 평택시 현덕면 화양리 평택화양지구 8블록(A8BL 2LOT))
MKT-237,2026신축입주,남울산 노르웨이숲(조합원 취소분),2026.07,31세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=남울산 노르웨이숲(조합원 취소분) 입주예정자협의회,신축 입주 예정자 (울산광역시 울주군 온양읍 발리 440-1번지 일원)
MKT-238,2026신축입주,e편한세상 제물포역 파크메종(조합원 취소분),2026.07,29세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=e편한세상 제물포역 파크메종(조합원 취소분) 입주예정자협의회,신축 입주 예정자 (인천광역시 미추홀구 숭의동 18번지 일대)
MKT-239,2026신축입주,북서울자이 폴라리스(보류지),2026.07,6세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=북서울자이 폴라리스(보류지) 입주예정자협의회,신축 입주 예정자 (서울특별시 강북구 미아동 791-364번지 일대 (미아 3구역 주택재개발 정비사업))
MKT-240,2026신축입주,평택 브레인시티 2BL 대광로제비앙 모아엘가,2026.08,1700세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=평택 브레인시티 2BL 대광로제비앙 모아엘가 입주예정자협의회,신축 입주 예정자 (경기도 평택시 장안동 평택브레인시티 일반산업단지 공동2BL)
MKT-241,2026신축입주,탕정 푸르지오 리버파크,2026.08,1626세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=탕정 푸르지오 리버파크 입주예정자협의회,신축 입주 예정자 (충청남도 아산시 탕정면 갈산리 아산탕정테크노 일반산업단지 C2BL)
MKT-242,2026신축입주,매교역 팰루시드,2026.08,1234세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=매교역 팰루시드 입주예정자협의회,신축 입주 예정자 (경기도 수원시 권선구 세류동 817-72번지 일원)
MKT-243,2026신축입주,춘천 레이크시티 아이파크,2026.08,874세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=춘천 레이크시티 아이파크 입주예정자협의회,신축 입주 예정자 (강원특별자치도 춘천시 삼천동 22-2번지 일원)
MKT-244,2026신축입주,강릉 오션시티 아이파크,2026.08,794세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=강릉 오션시티 아이파크 입주예정자협의회,신축 입주 예정자 (강원특별자치도 강릉시 견소동 244-2번지 일원)
MKT-245,2026신축입주,위파크 더 센트럴,2026.08,625세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=위파크 더 센트럴 입주예정자협의회,신축 입주 예정자 (광주광역시 서구 풍암동 10-12번지 일원)
MKT-246,2026신축입주,해링턴 플레이스 테크노폴리스,2026.08,602세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=해링턴 플레이스 테크노폴리스 입주예정자협의회,신축 입주 예정자 (충청북도 청주시 흥덕구 송절동 513-2번지 일원(청주 테크노폴리스 S2블록))
MKT-247,2026신축입주,이천자이 더 리체,2026.08,558세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=이천자이 더 리체 입주예정자협의회,신축 입주 예정자 (경기도 이천시 증포동 323-20번지 일원)
MKT-248,2026신축입주,반포 래미안 트리니원,2026.08,506세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=반포 래미안 트리니원 입주예정자협의회,신축 입주 예정자 (서울특별시 서초구 반포동 1109번지 일대)
MKT-249,2026신축입주,논산 푸르지오 더 퍼스트,2026.08,433세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=논산 푸르지오 더 퍼스트 입주예정자협의회,신축 입주 예정자 (충청남도 논산시 연무읍 안심리 26번지 일원)
MKT-250,2026신축입주,평택 고덕국제신도시 A48블록 금성백조 예미지,2026.08,431세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=평택 고덕국제신도시 A48블록 금성백조 예미지 입주예정자협의회,신축 입주 예정자 (경기도 평택시 고덕국제화계획지구 A-48블록)
MKT-251,2026신축입주,파주 운정신도시 우미 린 더 센텀,2026.08,418세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=파주 운정신도시 우미 린 더 센텀 입주예정자협의회,신축 입주 예정자 (경기도 파주시 운정3지구 A21BL)
MKT-252,2026신축입주,파주 운정3지구 주상복합용지 4BL (사전청약),2026.08,402세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=파주 운정3지구 주상복합용지 4BL (사전청약) 입주예정자협의회,신축 입주 예정자 (경기도 파주시 파주운정3지구 주상복합 4블록(경기도 파주시 동패동 400-7번지 일원))
MKT-253,2026신축입주,파주 운정3지구 주상복합용지 3BL (사전청약),2026.08,402세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=파주 운정3지구 주상복합용지 3BL (사전청약) 입주예정자협의회,신축 입주 예정자 (경기도 파주시 파주운정3지구 주상복합 3블록(경기도 파주시 동패동 1673번지 일원))
MKT-254,2026신축입주,마곡지구 17단지 토지임대부(본청약),2026.08,381세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=마곡지구 17단지 토지임대부(본청약) 입주예정자협의회,"신축 입주 예정자 (서울특별시 강서구 마곡동 747-1, 마곡지구 17단지)"
MKT-255,2026신축입주,옥동 경남아너스빌 ubc,2026.08,320세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=옥동 경남아너스빌 ubc 입주예정자협의회,신축 입주 예정자 (울산광역시 남구 옥동 651-2번지 일원)
MKT-256,2026신축입주,운서역 대라수 어썸에듀,2026.08,311세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=운서역 대라수 어썸에듀 입주예정자협의회,신축 입주 예정자 (인천광역시 중구 영종하늘도시 A14BL)
MKT-257,2026신축입주,오션 월드메르디앙 더 리치먼드,2026.08,221세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=오션 월드메르디앙 더 리치먼드 입주예정자협의회,신축 입주 예정자 (경상남도 거제시 아주동 산16-2번지 일원)
MKT-258,2026신축입주,문수로 롯데캐슬 그랑파르크,2026.08,193세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=문수로 롯데캐슬 그랑파르크 입주예정자협의회,신축 입주 예정자 (울산광역시 남구 신정동 1267-6번지 외 21필지)
MKT-259,2026신축입주,엘리프 미아역 2단지,2026.08,160세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=엘리프 미아역 2단지 입주예정자협의회,신축 입주 예정자 (서울특별시 강북구 도봉로 222 (미아동))
MKT-260,2026신축입주,평택역 더센트럴45,2026.08,99세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=평택역 더센트럴45 입주예정자협의회,신축 입주 예정자 (경기도 평택시 평택동 45-1)
MKT-261,2026신축입주,광주 서구 광천동 PH543,2026.08,99세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=광주 서구 광천동 PH543 입주예정자협의회,신축 입주 예정자 (광주광역시 서구 광천동 54-3번지 일원)
MKT-262,2026신축입주,센텀 엘카사,2026.08,74세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=센텀 엘카사 입주예정자협의회,신축 입주 예정자 (울산광역시 울주군 온양읍 화산발리로 706)
MKT-263,2026신축입주,엘리프 미아역 1단지,2026.08,66세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=엘리프 미아역 1단지 입주예정자협의회,신축 입주 예정자 (서울특별시 강북구 도봉로 232 (미아동))
MKT-264,2026신축입주,고강역 신원아침도시 퍼스티지,2026.08,47세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=고강역 신원아침도시 퍼스티지 입주예정자협의회,신축 입주 예정자 (경기도 부천시 오정구 고강동 307)
MKT-265,2026신축입주,무등산 더힐(조합원 취소분),2026.08,33세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=무등산 더힐(조합원 취소분) 입주예정자협의회,신축 입주 예정자 (광주광역시 동구 지산동 317-19번지 일원)
MKT-266,2026신축입주,디에이치 방배,2026.09,1244세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=디에이치 방배 입주예정자협의회,신축 입주 예정자 (서울특별시 서초구 방배동 946-8번지 일원)
MKT-267,2026신축입주,강릉 모아미래도 오션리버,2026.09,561세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=강릉 모아미래도 오션리버 입주예정자협의회,신축 입주 예정자 (강원특별자치도 강릉시 견소동 219번지 외 19필지)
MKT-268,2026신축입주,춘천 금호어울림 더 퍼스트,2026.09,543세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=춘천 금호어울림 더 퍼스트 입주예정자협의회,신축 입주 예정자 (강원특별자치도 춘천시 동면 만천리 785번지 일원)
MKT-269,2026신축입주,회천중앙역 대광로제비앙(본청약),2026.09,541세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=회천중앙역 대광로제비앙(본청약) 입주예정자협의회,신축 입주 예정자 (경기도 양주시 양주회천지구 A12BL)
MKT-270,2026신축입주,아산 신창1차 광신프로그레스,2026.09,450세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=아산 신창1차 광신프로그레스 입주예정자협의회,신축 입주 예정자 (충청남도 아산시 신창면 남성리 177-3번지 일원)
MKT-271,2026신축입주,e편한세상 신곡 시그니처뷰,2026.09,407세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=e편한세상 신곡 시그니처뷰 입주예정자협의회,신축 입주 예정자 (경기도 의정부시 신곡동 435-3번지 일대)
MKT-272,2026신축입주,연제첨단 광신프로그레스,2026.09,380세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=연제첨단 광신프로그레스 입주예정자협의회,신축 입주 예정자 (광주광역시 북구 연제동 583-6번지 일원)
MKT-273,2026신축입주,파주 운정3 이지더원(A44BL),2026.09,379세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=파주 운정3 이지더원(A44BL) 입주예정자협의회,"신축 입주 예정자 (경기도 파주시 운정3 A44BL(경기도 파주시 동패동, 418번지 일원))"
MKT-274,2026신축입주,송내역 푸르지오 센트비엔,2026.09,225세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=송내역 푸르지오 센트비엔 입주예정자협의회,신축 입주 예정자 (경기도 부천시 송내동 339번지 일원)
MKT-275,2026신축입주,한화포레나 안산고잔2차,2026.09,178세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=한화포레나 안산고잔2차 입주예정자협의회,신축 입주 예정자 (경기도 안산시 단원구 고잔동 648)
MKT-276,2026신축입주,거제역 양우내안애 아시아드,2026.09,168세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=거제역 양우내안애 아시아드 입주예정자협의회,신축 입주 예정자 (부산광역시 연제구 거제동 439-10번지 일원)
MKT-277,2026신축입주,보문 센트럴 아이파크,2026.09,87세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=보문 센트럴 아이파크 입주예정자협의회,신축 입주 예정자 (서울특별시 성북구 보문동1가 196-11일대)
MKT-278,2026신축입주,상무 양우내안에 퍼스트힐(조합원 취소분),2026.09,72세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=상무 양우내안에 퍼스트힐(조합원 취소분) 입주예정자협의회,신축 입주 예정자 (광주광역시 서구 마륵동 47-7 일원)
MKT-279,2026신축입주,운암산공원 진아리채 그랑뷰,2026.09,69세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=운암산공원 진아리채 그랑뷰 입주예정자협의회,신축 입주 예정자 (광주광역시 북구 동림동 272번지 일원)
MKT-280,2026신축입주,중앙하이츠 갈산역 센트럴,2026.09,50세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=중앙하이츠 갈산역 센트럴 입주예정자협의회,신축 입주 예정자 (인천광역시 부평구 갈산동 181-11 외 1필지)
MKT-281,2026신축입주,창원 센트럴 아이파크,2026.09,36세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=창원 센트럴 아이파크 입주예정자협의회,신축 입주 예정자 (경상남도 창원시 성산구 신월동 90번지 일원)
MKT-282,2026신축입주,첨단 제일풍경채 A2블록,2026.10,1845세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=첨단 제일풍경채 A2블록 입주예정자협의회,신축 입주 예정자 (광주연구개발특구 첨단3지구 A2블록(전라남도 장성군 진원면))
MKT-283,2026신축입주,힐스테이트 첨단센트럴,2026.10,1520세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=힐스테이트 첨단센트럴 입주예정자협의회,신축 입주 예정자 (광주연구개발특구 첨단3지구 A1블록(전라남도 장성군 진원면))
MKT-284,2026신축입주,위파크 일곡공원,2026.10,903세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=위파크 일곡공원 입주예정자협의회,신축 입주 예정자 (광주광역시 북구 삼각동 700번지일원)
MKT-285,2026신축입주,오산역 금강펜테리움 센트럴파크(A8블록),2026.10,730세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=오산역 금강펜테리움 센트럴파크(A8블록) 입주예정자협의회,신축 입주 예정자 (경기도 오산시 가수동 449번지(오산세교2지구 A8BL))
MKT-286,2026신축입주,첨단 제일풍경채 A5블록,2026.10,584세대,99,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=첨단 제일풍경채 A5블록 입주예정자협의회,신축 입주 예정자 (광주광역시 북구 월출동 광주연구개발특구 첨단3지구 A5블록)
MKT-287,2026신축입주,힐스테이트 메디알레,2026.10,483세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=힐스테이트 메디알레 입주예정자협의회,"신축 입주 예정자 (서울특별시 은평구 대조동 88, 89번지 일원)"
MKT-288,2026신축입주,e편한세상 평촌 어반밸리,2026.10,458세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=e편한세상 평촌 어반밸리 입주예정자협의회,신축 입주 예정자 (경기도 안양시 동안구 호계동 533-3번지)
MKT-289,2026신축입주,서산 센트럴 아이파크,2026.10,410세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=서산 센트럴 아이파크 입주예정자협의회,신축 입주 예정자 (충청남도 서산시 석림동 528-1번지 일원)
MKT-290,2026신축입주,제일풍경채 검단Ⅲ 본청약,2026.10,393세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=제일풍경채 검단Ⅲ 본청약 입주예정자협의회,신축 입주 예정자 (인천광역시 서구 불로동 검단신도시 AB20-1블록)
MKT-291,2026신축입주,더샵 중앙로역센터폴,2026.10,299세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=더샵 중앙로역센터폴 입주예정자협의회,신축 입주 예정자 (대구광역시 중구 사일동 15-1 일원)
MKT-292,2026신축입주,홍성2차 승원팰리체 시그니처,2026.10,293세대,90,미접촉,"얼음정수기, 비데, 공기청정기, 식세기",https://search.naver.com/search.naver?query=홍성2차 승원팰리체 시그니처 입주예정자협의회,신축 입주 예정자 (충청남도 홍성군 광천읍 광천리 154-47번지 일원)
