우선순위,입주예정월,단지명,총공급세대,공급위치,시행_시공사,추천상품,입예협_검색어
90,2026.05,상무 양우내안애 퍼스트힐(조합원 취소분),10,광주광역시 서구 마륵동 47-7 일원,마륵동연화지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",상무 양우내안애 퍼스트힐(조합원 취소분) 입주예정자협의회
90,2026.05,힐스테이트 오산 더퍼스트(조합원 자격상실 및 제명세대)(2회차),9,"경기도 오산시 경기대로 24-27(갈곶동, 힐스테이트오산더퍼스트)",오산시현대지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",힐스테이트 오산 더퍼스트(조합원 자격상실 및 제명세대)(2회차) 입주예정자협의회
99,2026.06,제일풍경채 영종국제도시 A16BL(사전청약),1239,인천광역시 중구 영종국제도시 A16블록,(주)제이아이주택,"얼음정수기, 비데, 공기청정기, 식세기",제일풍경채 영종국제도시 A16BL(사전청약) 입주예정자협의회
99,2026.06,원주자이 센트로,970,강원특별자치도 원주시 단구동 894번지 일원,한국투자부동산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",원주자이 센트로 입주예정자협의회
99,2026.06,오산세교2지구 A-13블록 호반써밋 본청약,850,경기도 오산시 오산세교2지구 A13블록,(주)호반자산개발,"얼음정수기, 비데, 공기청정기, 식세기",오산세교2지구 A-13블록 호반써밋 본청약 입주예정자협의회
99,2026.06,광주 송정 중흥S-클래스 파크뷰,840,경기도 광주시 송정동 산28-4번지 일원,송정파크(주),"얼음정수기, 비데, 공기청정기, 식세기",광주 송정 중흥S-클래스 파크뷰 입주예정자협의회
99,2026.06,이천중리B1-BL 우미린 어반퍼스트,785,경기도 이천시 이천중리 택지개발지구 내 B1블록,(주)이천중리제일차피에프브이,"얼음정수기, 비데, 공기청정기, 식세기",이천중리B1-BL 우미린 어반퍼스트 입주예정자협의회
99,2026.06,칸타빌 더 스위트,625,인천광역시 서구 원당동 810-1번지 외 9필지,"㈜대원에스앤디, 에이치엔개발㈜","얼음정수기, 비데, 공기청정기, 식세기",칸타빌 더 스위트 입주예정자협의회
99,2026.06,인덕원 퍼스비엘,586,경기도 의왕시 내손동 661번지 일원,의왕내손라주택재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",인덕원 퍼스비엘 입주예정자협의회
99,2026.06,드파인 광안,567,부산광역시 수영구 광안동 1240-38번지,광안2구역주택재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",드파인 광안 입주예정자협의회
90,2026.06,e편한세상 대전역 센텀비스타,400,대전광역시 동구 삼성동 112-1번지 일원,주식회사 케이티앤지,"얼음정수기, 비데, 공기청정기, 식세기",e편한세상 대전역 센텀비스타 입주예정자협의회
90,2026.06,울산KTX 우방 아이유쉘 퍼스트,344,울산광역시 울주군 삼남읍 신화리 1601-2번지,(주)우방,"얼음정수기, 비데, 공기청정기, 식세기",울산KTX 우방 아이유쉘 퍼스트 입주예정자협의회
90,2026.06,문수로 푸르지오 어반피스,339,울산광역시 남구 신정동 1266-6번지 일원,신영부동산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",문수로 푸르지오 어반피스 입주예정자협의회
90,2026.06,롯데캐슬 인피니엘,303,부산광역시 남구 문현동 295-1번지 일원,문현제일 지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",롯데캐슬 인피니엘 입주예정자협의회
90,2026.06,더샵 달서센트엘로,272,대구광역시 달서구 본동 888-2번지 일원,신한자산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",더샵 달서센트엘로 입주예정자협의회
90,2026.06,장성 남양휴튼 리버파크,180,전라남도 장성군 장성읍 기산리 112-3번지 일원,대한토지신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",장성 남양휴튼 리버파크 입주예정자협의회
90,2026.06,시청역 해모로 센티아,131,부산광역시 연제구 연산동 1602번지 일원,연산5구역 재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",시청역 해모로 센티아 입주예정자협의회
90,2026.06,e편한세상 금정 메종카운티,123,부산광역시 금정구 남산동 3-1번지 일원,남산1구역주택재건축정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",e편한세상 금정 메종카운티 입주예정자협의회
90,2026.06,울진후포 오션더캐슬,123,경상북도 울진군 후포면 금음리 5-4외 1필지,대한토지신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",울진후포 오션더캐슬 입주예정자협의회
90,2026.06,ESTIA 신장림 센트럴,108,부산광역시 사하구 장림동 432번지 외 2필지,대승건설산업 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",ESTIA 신장림 센트럴 입주예정자협의회
90,2026.06,파주금촌 금호어울림(조합원 취소분),60,경기도 파주시 금촌동 337-15번지(금촌2동제2지구 주택재개발정비사업),파주시금촌2동제2지구주택재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",파주금촌 금호어울림(조합원 취소분) 입주예정자협의회
90,2026.06,선운지구다사로움 공가세대 일반공급,27,광주광역시 광산구 선운로 34 (선운지구다사로움아파트),광주광역시도시공사,"얼음정수기, 비데, 공기청정기, 식세기",선운지구다사로움 공가세대 일반공급 입주예정자협의회
99,2026.07,도안 우미린 트리쉐이드,1375,대전광역시 유성구 용계동 산27-1번지 일원,코리아신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",도안 우미린 트리쉐이드 입주예정자협의회
99,2026.07,e편한세상 검단 웰카운티(국민주택),1166,인천광역시 서구 원당동 1026-1(인천검단신도시 AA10-1블록),"인천도시공사,디엘이앤씨㈜,신동아건설㈜,㈜국원건설,㈜선두종합건설,㈜보광종합건설,청암종합건설㈜","얼음정수기, 비데, 공기청정기, 식세기",e편한세상 검단 웰카운티(국민주택) 입주예정자협의회
99,2026.07,부산에코델타시티 디에트르 더 퍼스트(28BL),972,부산광역시 강서구 에코델타시티 공동주택용지 28BL,디비건설(주),"얼음정수기, 비데, 공기청정기, 식세기",부산에코델타시티 디에트르 더 퍼스트(28BL) 입주예정자협의회
99,2026.07,e편한세상 검단 에코비스타,732,인천광역시 서구 검단신도시 AA29BL(마전동),우리자산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",e편한세상 검단 에코비스타 입주예정자협의회
99,2026.07,복대자이 더 스카이,715,충청북도 청주시 흥덕구 복대동 100-28번지 일원,우리자산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",복대자이 더 스카이 입주예정자협의회
99,2026.07,평택화양 서희스타힐스 센트럴파크,713,경기도 평택시 현덕면 화양리 평택화양지구 8블록(A8BL 2LOT),평택화양지구지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",평택화양 서희스타힐스 센트럴파크 입주예정자협의회
99,2026.07,동탄신도시 금강펜테리움 7차 센트럴파크,662,경기도 화성시 신동 동탄2택지개발지구(A57-2블럭),주식회사 하이아트이앤씨,"얼음정수기, 비데, 공기청정기, 식세기",동탄신도시 금강펜테리움 7차 센트럴파크 입주예정자협의회
99,2026.07,파주운정3 A22블록 공공분양주택(본청약),642,경기도 파주시 동패동 일원 파주운정3 택지개발지구내 A22블록,한국토지주택공사 경기북부지역본부,"얼음정수기, 비데, 공기청정기, 식세기",파주운정3 A22블록 공공분양주택(본청약) 입주예정자협의회
90,2026.07,다산 월드메르디앙 센텀하이,463,경상북도 고령군 다산면 좌학리 139-1번지 일원,한국투자부동산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",다산 월드메르디앙 센텀하이 입주예정자협의회
90,2026.07,e편한세상 제물포역 파크메종,449,인천광역시 미추홀구 숭의동 18번지 일대,숭의3주택재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",e편한세상 제물포역 파크메종 입주예정자협의회
90,2026.07,광주 선운2지구 예다음(B-2블록)(본청약),395,광주광역시 광산구 운수동 선운2지구 B-2BL,(주)영무건설,"얼음정수기, 비데, 공기청정기, 식세기",광주 선운2지구 예다음(B-2블록)(본청약) 입주예정자협의회
90,2026.07,남울산 노르웨이숲,332,울산광역시 울주군 온양읍 발리 440-1번지 일원,울산온양발리스타지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",남울산 노르웨이숲 입주예정자협의회
90,2026.07,e편한세상 검단 웰카운티(민영주택),292,인천광역시 서구 원당동 1026-1(인천검단신도시 AA10-1블록),"인천도시공사,디엘이앤씨㈜,신동아건설㈜,㈜국원건설,㈜선두종합건설,㈜보광종합건설,청암종합건설㈜","얼음정수기, 비데, 공기청정기, 식세기",e편한세상 검단 웰카운티(민영주택) 입주예정자협의회
90,2026.07,세종 금강펜테리움 더 시글로(4-2생활권 H3BL) (사전청약),272,세종특별자치시 행정중심복합도시 4-2생활권 H3BL(집현동 926-2답 일원),금강종합건설 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",세종 금강펜테리움 더 시글로(4-2생활권 H3BL) (사전청약) 입주예정자협의회
90,2026.07,트루엘 시그니처 천안역,236,충청남도 천안시 동남구 문화동 78-1외 9필지,주식회사 코람코자산신탁,"얼음정수기, 비데, 공기청정기, 식세기",트루엘 시그니처 천안역 입주예정자협의회
90,2026.07,더샵 연동애비뉴,204,제주특별자치도 제주시 연동 261-37번지 외 5필지 일원,케이비부동산신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",더샵 연동애비뉴 입주예정자협의회
90,2026.07,힐스테이트 이천역 2단지,168,경기도 이천시 증일동 60-5번지 일원,중리신도시현대지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",힐스테이트 이천역 2단지 입주예정자협의회
90,2026.07,의정부역 파밀리에Ⅱ,150,"경기도 의정부시 의정부동 100-1, 100-2번",주식회사 하나자산신탁,"얼음정수기, 비데, 공기청정기, 식세기",의정부역 파밀리에Ⅱ 입주예정자협의회
90,2026.07,힐스테이트 이천역 1단지,146,경기도 이천시 증일동 79-4번지 일원,중리신도시현대지역주택조합2,"얼음정수기, 비데, 공기청정기, 식세기",힐스테이트 이천역 1단지 입주예정자협의회
90,2026.07,경희궁 유보라,108,서울특별시 서대문구 영천동 69-20외 160필지,영천구역주택재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",경희궁 유보라 입주예정자협의회
90,2026.07,오티에르 반포,86,서울특별시 서초구 잠원동 59-10번지 외 3필지,신반포21차아파트주택재건축정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",오티에르 반포 입주예정자협의회
90,2026.07,디 아테온(THE ATHEON),64,서울특별시 강동구 길동 336-1번지,(주)무궁화신탁,"얼음정수기, 비데, 공기청정기, 식세기",디 아테온(THE ATHEON) 입주예정자협의회
90,2026.07,평택화양 서희스타힐스 센트럴파크(조합원 취소분),47,경기도 평택시 현덕면 화양리 평택화양지구 8블록(A8BL 2LOT),평택화양지구지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",평택화양 서희스타힐스 센트럴파크(조합원 취소분) 입주예정자협의회
90,2026.07,남울산 노르웨이숲(조합원 취소분),31,울산광역시 울주군 온양읍 발리 440-1번지 일원,울산온양발리스타지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",남울산 노르웨이숲(조합원 취소분) 입주예정자협의회
90,2026.07,e편한세상 제물포역 파크메종(조합원 취소분),29,인천광역시 미추홀구 숭의동 18번지 일대,숭의3주택재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",e편한세상 제물포역 파크메종(조합원 취소분) 입주예정자협의회
90,2026.07,북서울자이 폴라리스(보류지),6,서울특별시 강북구 미아동 791-364번지 일대 (미아 3구역 주택재개발 정비사업),미아제3구역주택재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",북서울자이 폴라리스(보류지) 입주예정자협의회
99,2026.08,평택 브레인시티 2BL 대광로제비앙 모아엘가,1700,경기도 평택시 장안동 평택브레인시티 일반산업단지 공동2BL,주식회사 포레지아,"얼음정수기, 비데, 공기청정기, 식세기",평택 브레인시티 2BL 대광로제비앙 모아엘가 입주예정자협의회
99,2026.08,탕정 푸르지오 리버파크,1626,충청남도 아산시 탕정면 갈산리 아산탕정테크노 일반산업단지 C2BL,케이비부동산신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",탕정 푸르지오 리버파크 입주예정자협의회
99,2026.08,매교역 팰루시드,1234,경기도 수원시 권선구 세류동 817-72번지 일원,권선113의6구역주택재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",매교역 팰루시드 입주예정자협의회
99,2026.08,춘천 레이크시티 아이파크,874,강원특별자치도 춘천시 삼천동 22-2번지 일원,주식회사 하나자산신탁,"얼음정수기, 비데, 공기청정기, 식세기",춘천 레이크시티 아이파크 입주예정자협의회
99,2026.08,강릉 오션시티 아이파크,794,강원특별자치도 강릉시 견소동 244-2번지 일원,주식회사 하나자산신탁,"얼음정수기, 비데, 공기청정기, 식세기",강릉 오션시티 아이파크 입주예정자협의회
99,2026.08,위파크 더 센트럴,625,광주광역시 서구 풍암동 10-12번지 일원,중앙파크 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",위파크 더 센트럴 입주예정자협의회
99,2026.08,해링턴 플레이스 테크노폴리스,602,충청북도 청주시 흥덕구 송절동 513-2번지 일원(청주 테크노폴리스 S2블록),신한자산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",해링턴 플레이스 테크노폴리스 입주예정자협의회
99,2026.08,이천자이 더 리체,558,경기도 이천시 증포동 323-20번지 일원,교보자산신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",이천자이 더 리체 입주예정자협의회
99,2026.08,반포 래미안 트리니원,506,서울특별시 서초구 반포동 1109번지 일대,반포아파트(제3주구) 주택재건축정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",반포 래미안 트리니원 입주예정자협의회
90,2026.08,논산 푸르지오 더 퍼스트,433,충청남도 논산시 연무읍 안심리 26번지 일원,우리자산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",논산 푸르지오 더 퍼스트 입주예정자협의회
90,2026.08,평택 고덕국제신도시 A48블록 금성백조 예미지,431,경기도 평택시 고덕국제화계획지구 A-48블록,(주)금성백조건설,"얼음정수기, 비데, 공기청정기, 식세기",평택 고덕국제신도시 A48블록 금성백조 예미지 입주예정자협의회
90,2026.08,파주 운정신도시 우미 린 더 센텀,418,경기도 파주시 운정3지구 A21BL,(주)명일건설,"얼음정수기, 비데, 공기청정기, 식세기",파주 운정신도시 우미 린 더 센텀 입주예정자협의회
90,2026.08,파주 운정3지구 주상복합용지 4BL (사전청약),402,경기도 파주시 파주운정3지구 주상복합 4블록(경기도 파주시 동패동 400-7번지 일원),디에스네트웍스(주),"얼음정수기, 비데, 공기청정기, 식세기",파주 운정3지구 주상복합용지 4BL (사전청약) 입주예정자협의회
90,2026.08,파주 운정3지구 주상복합용지 3BL (사전청약),402,경기도 파주시 파주운정3지구 주상복합 3블록(경기도 파주시 동패동 1673번지 일원),디에스네트웍스(주),"얼음정수기, 비데, 공기청정기, 식세기",파주 운정3지구 주상복합용지 3BL (사전청약) 입주예정자협의회
90,2026.08,마곡지구 17단지 토지임대부(본청약),381,"서울특별시 강서구 마곡동 747-1, 마곡지구 17단지",서울주택도시개발공사,"얼음정수기, 비데, 공기청정기, 식세기",마곡지구 17단지 토지임대부(본청약) 입주예정자협의회
90,2026.08,옥동 경남아너스빌 ubc,320,울산광역시 남구 옥동 651-2번지 일원,(주)유비씨플러스,"얼음정수기, 비데, 공기청정기, 식세기",옥동 경남아너스빌 ubc 입주예정자협의회
90,2026.08,운서역 대라수 어썸에듀,311,인천광역시 중구 영종하늘도시 A14BL,주은주택건설주식회사,"얼음정수기, 비데, 공기청정기, 식세기",운서역 대라수 어썸에듀 입주예정자협의회
90,2026.08,오션 월드메르디앙 더 리치먼드,221,경상남도 거제시 아주동 산16-2번지 일원,교보자산신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",오션 월드메르디앙 더 리치먼드 입주예정자협의회
90,2026.08,문수로 롯데캐슬 그랑파르크,193,울산광역시 남구 신정동 1267-6번지 외 21필지,(주)한국토지신탁,"얼음정수기, 비데, 공기청정기, 식세기",문수로 롯데캐슬 그랑파르크 입주예정자협의회
90,2026.08,엘리프 미아역 2단지,160,서울특별시 강북구 도봉로 222 (미아동),주식회사 케이티앤지,"얼음정수기, 비데, 공기청정기, 식세기",엘리프 미아역 2단지 입주예정자협의회
90,2026.08,평택역 더센트럴45,99,경기도 평택시 평택동 45-1,코리아신탁주식회사,"얼음정수기, 비데, 공기청정기, 식세기",평택역 더센트럴45 입주예정자협의회
90,2026.08,광주 서구 광천동 PH543,99,광주광역시 서구 광천동 54-3번지 일원,주식회사 하나자산신탁,"얼음정수기, 비데, 공기청정기, 식세기",광주 서구 광천동 PH543 입주예정자협의회
90,2026.08,센텀 엘카사,74,울산광역시 울주군 온양읍 화산발리로 706,우리자산신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",센텀 엘카사 입주예정자협의회
90,2026.08,엘리프 미아역 1단지,66,서울특별시 강북구 도봉로 232 (미아동),주식회사 케이티앤지,"얼음정수기, 비데, 공기청정기, 식세기",엘리프 미아역 1단지 입주예정자협의회
90,2026.08,고강역 신원아침도시 퍼스티지,47,경기도 부천시 오정구 고강동 307,건우아파트가로주택정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",고강역 신원아침도시 퍼스티지 입주예정자협의회
90,2026.08,무등산 더힐(조합원 취소분),33,광주광역시 동구 지산동 317-19번지 일원,지산동지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",무등산 더힐(조합원 취소분) 입주예정자협의회
99,2026.09,디에이치 방배,1244,서울특별시 서초구 방배동 946-8번지 일원,방배5구역주택재건축정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",디에이치 방배 입주예정자협의회
99,2026.09,강릉 모아미래도 오션리버,561,강원특별자치도 강릉시 견소동 219번지 외 19필지,(주)미래도건설,"얼음정수기, 비데, 공기청정기, 식세기",강릉 모아미래도 오션리버 입주예정자협의회
99,2026.09,춘천 금호어울림 더 퍼스트,543,강원특별자치도 춘천시 동면 만천리 785번지 일원,주식회사 하나자산신탁,"얼음정수기, 비데, 공기청정기, 식세기",춘천 금호어울림 더 퍼스트 입주예정자협의회
99,2026.09,회천중앙역 대광로제비앙(본청약),541,경기도 양주시 양주회천지구 A12BL,공공제1호양주회천피에프브이(주),"얼음정수기, 비데, 공기청정기, 식세기",회천중앙역 대광로제비앙(본청약) 입주예정자협의회
90,2026.09,아산 신창1차 광신프로그레스,450,충청남도 아산시 신창면 남성리 177-3번지 일원,(주)유노산업,"얼음정수기, 비데, 공기청정기, 식세기",아산 신창1차 광신프로그레스 입주예정자협의회
90,2026.09,e편한세상 신곡 시그니처뷰,407,경기도 의정부시 신곡동 435-3번지 일대,장암생활권3구역주택재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",e편한세상 신곡 시그니처뷰 입주예정자협의회
90,2026.09,연제첨단 광신프로그레스,380,광주광역시 북구 연제동 583-6번지 일원,(주)아람주택,"얼음정수기, 비데, 공기청정기, 식세기",연제첨단 광신프로그레스 입주예정자협의회
90,2026.09,파주 운정3 이지더원(A44BL),379,"경기도 파주시 운정3 A44BL(경기도 파주시 동패동, 418번지 일원)",(주)이지종합개발,"얼음정수기, 비데, 공기청정기, 식세기",파주 운정3 이지더원(A44BL) 입주예정자협의회
90,2026.09,송내역 푸르지오 센트비엔,225,경기도 부천시 송내동 339번지 일원,송내1-1구역주택재건축정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",송내역 푸르지오 센트비엔 입주예정자협의회
90,2026.09,한화포레나 안산고잔2차,178,경기도 안산시 단원구 고잔동 648,고잔연립9구역 주택재건축 정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",한화포레나 안산고잔2차 입주예정자협의회
90,2026.09,거제역 양우내안애 아시아드,168,부산광역시 연제구 거제동 439-10번지 일원,케이비부동산신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",거제역 양우내안애 아시아드 입주예정자협의회
90,2026.09,보문 센트럴 아이파크,87,서울특별시 성북구 보문동1가 196-11일대,보문제5구역주택재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",보문 센트럴 아이파크 입주예정자협의회
90,2026.09,상무 양우내안에 퍼스트힐(조합원 취소분),72,광주광역시 서구 마륵동 47-7 일원,마륵동연화지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",상무 양우내안에 퍼스트힐(조합원 취소분) 입주예정자협의회
90,2026.09,운암산공원 진아리채 그랑뷰,69,광주광역시 북구 동림동 272번지 일원,운암산 진아리채 지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",운암산공원 진아리채 그랑뷰 입주예정자협의회
90,2026.09,중앙하이츠 갈산역 센트럴,50,인천광역시 부평구 갈산동 181-11 외 1필지,백조아파트소규모재건축정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",중앙하이츠 갈산역 센트럴 입주예정자협의회
90,2026.09,창원 센트럴 아이파크,36,경상남도 창원시 성산구 신월동 90번지 일원,신월2주택재건축정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",창원 센트럴 아이파크 입주예정자협의회
99,2026.10,첨단 제일풍경채 A2블록,1845,광주연구개발특구 첨단3지구 A2블록(전라남도 장성군 진원면),주식회사 광주첨단3피에프브이,"얼음정수기, 비데, 공기청정기, 식세기",첨단 제일풍경채 A2블록 입주예정자협의회
99,2026.10,힐스테이트 첨단센트럴,1520,광주연구개발특구 첨단3지구 A1블록(전라남도 장성군 진원면),주식회사 광주첨단3피에프브이,"얼음정수기, 비데, 공기청정기, 식세기",힐스테이트 첨단센트럴 입주예정자협의회
99,2026.10,위파크 일곡공원,903,광주광역시 북구 삼각동 700번지일원,일곡공원개발 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",위파크 일곡공원 입주예정자협의회
99,2026.10,오산역 금강펜테리움 센트럴파크(A8블록),730,경기도 오산시 가수동 449번지(오산세교2지구 A8BL),주식회사 하이아트,"얼음정수기, 비데, 공기청정기, 식세기",오산역 금강펜테리움 센트럴파크(A8블록) 입주예정자협의회
99,2026.10,첨단 제일풍경채 A5블록,584,광주광역시 북구 월출동 광주연구개발특구 첨단3지구 A5블록,주식회사 광주첨단3피에프브이,"얼음정수기, 비데, 공기청정기, 식세기",첨단 제일풍경채 A5블록 입주예정자협의회
90,2026.10,힐스테이트 메디알레,483,"서울특별시 은평구 대조동 88, 89번지 일원",대조제1구역주택재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",힐스테이트 메디알레 입주예정자협의회
90,2026.10,e편한세상 평촌 어반밸리,458,경기도 안양시 동안구 호계동 533-3번지,주식회사 케이티앤지,"얼음정수기, 비데, 공기청정기, 식세기",e편한세상 평촌 어반밸리 입주예정자협의회
90,2026.10,서산 센트럴 아이파크,410,충청남도 서산시 석림동 528-1번지 일원,에이치디씨현대산업개발 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",서산 센트럴 아이파크 입주예정자협의회
90,2026.10,제일풍경채 검단Ⅲ 본청약,393,인천광역시 서구 불로동 검단신도시 AB20-1블록,(주)창암종합건설,"얼음정수기, 비데, 공기청정기, 식세기",제일풍경채 검단Ⅲ 본청약 입주예정자협의회
90,2026.10,더샵 중앙로역센터폴,299,대구광역시 중구 사일동 15-1 일원,케이비부동산신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",더샵 중앙로역센터폴 입주예정자협의회
90,2026.10,홍성2차 승원팰리체 시그니처,293,충청남도 홍성군 광천읍 광천리 154-47번지 일원,승원개발 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",홍성2차 승원팰리체 시그니처 입주예정자협의회
90,2026.10,힐스테이트 등촌역,274,서울특별시 강서구 등촌동 366-24번지 일원,등촌1구역주택재건축정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",힐스테이트 등촌역 입주예정자협의회
90,2026.10,스위트 클래스 더 스카이 45,264,강원도 홍천군 홍천읍 희망리 396-9 외 7필지,(주)무궁화신탁,"얼음정수기, 비데, 공기청정기, 식세기",스위트 클래스 더 스카이 45 입주예정자협의회
90,2026.10,봉동 한양립스 센텀포레,256,전북특별자치도 완주군 봉동읍 용암리 48-4 일원,봉동지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",봉동 한양립스 센텀포레 입주예정자협의회
90,2026.10,삼문 시그니처 웰가,232,경상남도 밀양시 삼문동 620-1번지 외 9필지,대한토지신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",삼문 시그니처 웰가 입주예정자협의회
90,2026.10,성남 금토지구 A-3블록 중흥S-클래스 (사전청약),229,경기도 성남시 수정구 금토로 44-5(금토동),세종건설산업(주),"얼음정수기, 비데, 공기청정기, 식세기",성남 금토지구 A-3블록 중흥S-클래스 (사전청약) 입주예정자협의회
90,2026.10,포항자이 디오션,212,경상북도 포항시 북구 항구동 17-358번지 일원,한국투자부동산신탁(주),"얼음정수기, 비데, 공기청정기, 식세기",포항자이 디오션 입주예정자협의회
90,2026.10,대상 웰라움 홍천,200,강원특별자치도 홍천군 홍천읍 갈마곡리 23-26 일원,대신자산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",대상 웰라움 홍천 입주예정자협의회
90,2026.10,e편한세상 신정 스카이하임,158,울산광역시 남구 신정동 1136-3번지 외 15필지,신영부동산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",e편한세상 신정 스카이하임 입주예정자협의회
90,2026.10,래미안 레벤투스,133,서울특별시 강남구 도곡동 540번지 일대(도곡삼호아파트 재건축정비사업조합),도곡삼호아파트재건축정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",래미안 레벤투스 입주예정자협의회
90,2026.10,운정3 제일풍경채(A46BL) (본청약),121,경기도 파주시 운정3지구 A46BL (경기도 파주시 동패동 415-13번지 일원),"(주)파주운정46피에프브이,(주)웰메이드스페이스","얼음정수기, 비데, 공기청정기, 식세기",운정3 제일풍경채(A46BL) (본청약) 입주예정자협의회
90,2026.10,서귀포시 서홍동 형남아파트6차,94,제주특별자치도 서귀포시 서홍동 384-5번지 일원,(주)승미주택,"얼음정수기, 비데, 공기청정기, 식세기",서귀포시 서홍동 형남아파트6차 입주예정자협의회
90,2026.10,동작 보라매역 프리센트,91,서울특별시 동작구 신대방동 377-1번지 외 5필지,대신자산신탁 주식회사,"얼음정수기, 비데, 공기청정기, 식세기",동작 보라매역 프리센트 입주예정자협의회
90,2026.10,남울산 노르웨이숲(조합원 취소분)(2회차),52,울산광역시 울주군 온양읍 발리동상로 34,울산온양발리스타지역주택조합,"얼음정수기, 비데, 공기청정기, 식세기",남울산 노르웨이숲(조합원 취소분)(2회차) 입주예정자협의회
90,2026.10,여월 중앙하이츠 아르비채,37,경기도 부천시 오정구 여월동 8-9번지 외 4필지,여월동 광남복지 가로주택정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",여월 중앙하이츠 아르비채 입주예정자협의회
90,2026.10,시흥 은계 에피트,30,경기도 시흥시 은행동 289-31번지 일원,신극동아파트 가로주택정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",시흥 은계 에피트 입주예정자협의회
90,2026.10,시흥 은계 에피트(조합원 취소분),24,경기도 시흥시 은행동 289-31번지 일원,신극동아파트 가로주택정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",시흥 은계 에피트(조합원 취소분) 입주예정자협의회
90,2026.10,문수데시앙2단지 공가세대 일반공급,22,울산광역시 울주군 청량읍 율리영해2길 7 (문수데시앙 2단지 아파트),울산광역시도시공사,"얼음정수기, 비데, 공기청정기, 식세기",문수데시앙2단지 공가세대 일반공급 입주예정자협의회
99,2026.11,서신 더샵 비발디,1225,전북특별자치도 전주시 완산구 서신동 40-4번지 일대,서신동감나무골주택재개발정비사업조합,"얼음정수기, 비데, 공기청정기, 식세기",서신 더샵 비발디 입주예정자협의회
